,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,Round 3 test set,WindType,OperatorSet,UnblindingStage,Notes,Satellite,Team,UncertaintyTypeManual,WindSpeedLow,WindSpeedHigh,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,cr_scfh_mean300,cr_scfh_mean600,cr_scfh_mean900,TestLocation,Wind_MPS_mean30,Wind_MPS_mean60,Wind_MPS_mean90,Wind_MPS_mean300,Wind_MPS_mean600,Wind_MPS_mean900,Wind_dir_mean30,Wind_dir_mean60,Wind_dir_mean90,Wind_dir_mean300,Wind_dir_mean600,Wind_dir_mean900,Wind_MPS_sd30,Wind_MPS_sd60,Wind_MPS_sd90,Wind_MPS_sd300,Wind_MPS_sd600,Wind_MPS_sd900,Wind_dir_sd30,Wind_dir_sd60,Wind_dir_sd90,Wind_dir_sd300,Wind_dir_sd600,Wind_dir_sd900,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeDevelopTime,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600,cr_kgh_CH4_mean900,cr_kgh_CH4_lower900,cr_kgh_CH4_upper900,FlowError_kgh,FlowError_percent,datetime_UTC,Altitude (feet)
10,1021,,1496-1-301-896-1095-2,1.0,1.0,,2021-10-18 17:31:56+00:00,,,,Methane,,191.0,289.0,93.0,,4.88,,,1.0,1.0,2021-10-18 17:31:59+00:00,0.0,NASA-GEOS,GHGSat,1,,,,,,,22892.38,4.0,218645.0,22892.38,False,,23010.89966666667,23097.105666666666,23109.459222222224,23133.9077,23290.63245,23525.572488888887,AZ,8.458333333333334,8.499,8.508444444444445,8.061566666666668,8.186266666666667,8.186266666666667,198.76666666666668,205.95,207.72222222222223,205.14333333333335,208.95166666666665,210.6677777777778,0.9565385993016993,1.028933461306718,1.2647590800570532,1.1585225334121176,1.2195532977141712,1.2195532977141712,6.072455240154085,8.937494814506005,9.486865879716817,9.940767159932546,10.080278629630085,9.59199155879629,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001.0,7814.71,True,15.366666666666669,True,TP,1.0,415.06503935468356,401.93750019173285,428.09361343394664,416.60573593719874,403.5726773246937,429.4626261941116,416.76009339425565,403.7106523534773,430.10773158075307,417.320474135538,404.18019744748335,430.44830677126635,420.3862053577776,407.3695895477455,433.71851881459366,424.37608238035233,410.9944329002854,437.6422944659649,-225.60573593719874,-54.153295664466725,,
11,1232,,1496-1-301-896-1095-2,1.0,1.0,,2021-10-18 17:31:56+00:00,,,,Methane,,326.0,420.0,232.0,,8.28,,,1.0,1.0,2021-10-18 17:31:59+00:00,0.0,Sonic,GHGSat,2,,,,,,,22892.38,4.0,218645.0,22892.38,False,,23010.89966666667,23097.105666666666,23109.459222222224,23133.9077,23290.63245,23525.572488888887,AZ,8.458333333333334,8.499,8.508444444444445,8.061566666666668,8.186266666666667,8.186266666666667,198.76666666666668,205.95,207.72222222222223,205.14333333333335,208.95166666666665,210.6677777777778,0.9565385993016993,1.028933461306718,1.2647590800570532,1.1585225334121176,1.2195532977141712,1.2195532977141712,6.072455240154085,8.937494814506005,9.486865879716817,9.940767159932546,10.080278629630085,9.59199155879629,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001.0,7814.71,True,15.366666666666669,True,TP,1.0,415.23069275808035,402.3778713493597,428.1601611727325,416.76621336573476,403.60542479045836,429.9453351887305,417.0364529030185,403.6760458957741,430.43090420309073,417.63481407432835,404.4939340589193,430.7556846574369,420.207415906927,406.8082783330927,433.46192844231535,424.6440809427385,411.4202538424518,437.97658546259703,-90.76621336573476,-21.778688016171436,,
12,1022,,1496-1-102-578-777-3,1.0,1.0,,2021-10-18 17:34:38+00:00,,,,Methane,,171.0,256.0,86.0,,4.88,,,1.0,1.0,2021-10-18 17:34:45+00:00,0.0,NASA-GEOS,GHGSat,1,,,,,,,22684.51,4.0,218645.0,22684.51,False,,22724.647999999997,22730.0115,22744.064444444444,22944.852666666666,23082.62925,23268.677088888886,AZ,7.848333333333333,8.734499999999999,8.885111111111112,8.551966666666665,8.1706,8.1706,217.26666666666668,217.6,217.48888888888888,211.31333333333333,209.08333333333334,210.86888888888888,0.9954381580172825,1.2333479652514399,1.1732823873856244,1.2422214695806748,1.20692270286232,1.20692270286232,5.271480413236558,5.4343539993111065,5.270747008959747,10.352087128462331,10.463373860430037,9.93843836637712,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001.0,9262.655,True,18.133333333333333,True,TP,1.0,409.9250574162047,396.92338640128065,423.03306146658446,409.9723508431377,396.71964319818676,423.22386457772046,410.63187542657505,397.87623570731756,423.7530259145187,413.9233305243866,400.7881179430546,427.0459065321871,416.4779092542186,403.37643731338534,429.92974742366994,419.8769324695984,406.64096596262425,433.4760593488662,-238.9723508431377,-58.28987012213722,,
13,1233,,1496-1-102-578-777-3,1.0,1.0,,2021-10-18 17:34:38+00:00,,,,Methane,,277.0,365.0,189.0,,7.88,,,1.0,1.0,2021-10-18 17:34:45+00:00,0.0,Sonic,GHGSat,2,,,,,,,22684.51,4.0,218645.0,22684.51,False,,22724.647999999997,22730.0115,22744.064444444444,22944.852666666666,23082.62925,23268.677088888886,AZ,7.848333333333333,8.734499999999999,8.885111111111112,8.551966666666665,8.1706,8.1706,217.26666666666668,217.6,217.48888888888888,211.31333333333333,209.08333333333334,210.86888888888888,0.9954381580172825,1.2333479652514399,1.1732823873856244,1.2422214695806748,1.20692270286232,1.20692270286232,5.271480413236558,5.4343539993111065,5.270747008959747,10.352087128462331,10.463373860430037,9.93843836637712,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001.0,9262.655,True,18.133333333333333,True,TP,1.0,409.9469561805944,397.13799506779446,422.9617374461352,410.2034729384361,397.2846159532814,423.5210851563129,410.52891025949833,397.6363992877019,423.536226656046,413.8695461305351,400.83102975159494,426.9855052247696,416.370304801422,403.1757912416759,429.5127856607731,420.1249357272953,406.7172495043971,433.40732624353285,-133.2034729384361,-32.47253661317184,,
14,1444,,1496-1-102-578-777-3,1.0,1.0,,2021-10-18 17:34:38+00:00,,,,Methane,,277.0,365.0,189.0,,7.88,,,1.0,1.0,2021-10-18 17:34:45+00:00,0.0,Sonic,GHGSat,3,,,,,,,22684.51,4.0,218645.0,22684.51,False,,22724.647999999997,22730.0115,22744.064444444444,22944.852666666666,23082.62925,23268.677088888886,AZ,7.848333333333333,8.734499999999999,8.885111111111112,8.551966666666665,8.1706,8.1706,217.26666666666668,217.6,217.48888888888888,211.31333333333333,209.08333333333334,210.86888888888888,0.9954381580172825,1.2333479652514399,1.1732823873856244,1.2422214695806748,1.20692270286232,1.20692270286232,5.271480413236558,5.4343539993111065,5.270747008959747,10.352087128462331,10.463373860430037,9.93843836637712,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001.0,9262.655,True,18.133333333333333,True,TP,1.0,409.8356554618583,396.9393030028907,422.7886975865141,410.148457341878,397.26060545851885,422.97784133320096,410.57783504695016,397.37840992720305,423.86004970584423,414.035165269545,401.3948663207223,427.03335454481754,416.54925069468794,403.74908170947646,429.4845422429758,419.83740964486117,406.73238167149185,433.03599770252754,-133.148457341878,-32.46347876200653,,
15,1445,,,,,,,,,,,,,,,,,,,0.75,,2021-10-18 17:38:00+00:00,0.0,Sonic,GHGSat,3,,,,,,,22742.16,4.0,218645.0,22742.16,False,,22704.604,22728.823666666667,22719.563666666665,22709.7221,22870.67111666667,23042.56935555555,AZ,10.102,9.945833333333333,9.207,8.699666666666666,8.455716666666667,8.455716666666667,216.56666666666666,215.06666666666666,218.16666666666666,218.53333333333333,213.31333333333333,211.9988888888889,1.0906669898546237,1.1648209168630523,1.535756922772183,1.3993889811715337,1.3154124839990902,1.3154124839990902,4.753824836352429,5.635440718381361,7.801253140476583,6.575180521108478,10.026100606808722,10.33482825551858,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001.0,10932.77,True,21.383333333333333,True,ER_FAQ,-1.0,409.67521807384884,396.78362265653436,422.7751476422841,410.0063208400755,396.8287966414642,423.10240945494525,410.04539880255487,397.33065886084734,422.898279551109,409.75785018045787,396.7586691359863,422.8970513740973,412.66327445642435,399.6935509636559,425.9869671098543,415.53678890360624,402.42709972565365,428.6243270693573,,,,
16,1023,,,,,,,,,,,,,,,,,,,0.75,,2021-10-18 17:38:00+00:00,0.0,NASA-GEOS,GHGSat,1,,,,,,,22742.16,4.0,218645.0,22742.16,False,,22704.604,22728.823666666667,22719.563666666665,22709.7221,22870.67111666667,23042.56935555555,AZ,10.102,9.945833333333333,9.207,8.699666666666666,8.455716666666667,8.455716666666667,216.56666666666666,215.06666666666666,218.16666666666666,218.53333333333333,213.31333333333333,211.9988888888889,1.0906669898546237,1.1648209168630523,1.535756922772183,1.3993889811715337,1.3154124839990902,1.3154124839990902,4.753824836352429,5.635440718381361,7.801253140476583,6.575180521108478,10.026100606808722,10.33482825551858,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001.0,10932.77,True,21.383333333333333,True,ER_FAQ,-1.0,409.66808132214516,396.738520755799,422.5773669267901,410.083203354581,397.1068695321271,423.09997996318157,409.8422938629608,396.9291713718746,422.94178594708353,409.7718414647906,396.98165915023844,422.82836677022385,412.7235799759942,399.9827781234132,425.8261177112697,415.8440078317782,402.7269892588197,428.9125786828595,,,,
17,1234,,,,,,,,,,,,,,,,,,,0.75,,2021-10-18 17:38:00+00:00,0.0,Sonic,GHGSat,2,,,,,,,22742.16,4.0,218645.0,22742.16,False,,22704.604,22728.823666666667,22719.563666666665,22709.7221,22870.67111666667,23042.56935555555,AZ,10.102,9.945833333333333,9.207,8.699666666666666,8.455716666666667,8.455716666666667,216.56666666666666,215.06666666666666,218.16666666666666,218.53333333333333,213.31333333333333,211.9988888888889,1.0906669898546237,1.1648209168630523,1.535756922772183,1.3993889811715337,1.3154124839990902,1.3154124839990902,4.753824836352429,5.635440718381361,7.801253140476583,6.575180521108478,10.026100606808722,10.33482825551858,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001.0,10932.77,True,21.383333333333333,True,ER_FAQ,-1.0,409.81949784481975,396.73523559926974,422.940287606776,410.18241095223703,397.3198574704359,423.1947885209445,410.024667347502,397.12280958832395,423.01316210232267,409.81567535751174,396.9379052738901,423.1419972122912,412.68376551602495,399.72343238456403,425.52364722409715,415.8607720565759,402.76055728530156,429.12507300629295,,,,
18,1446,,1496-1-103-471-670-5,1.0,1.0,,2021-10-18 17:40:09+00:00,,,,Methane,,367.0,502.0,232.0,,9.57,,,1.0,1.0,2021-10-18 17:40:19+00:00,0.0,Sonic,GHGSat,3,,,,,,,22288.48,4.0,218645.0,22288.48,False,,22242.31033333333,22182.920166666667,22252.78044444444,22543.1836,22713.189716666668,22876.536066666667,AZ,8.612666666666666,8.554166666666667,8.615333333333334,8.7174,8.701433333333334,8.701433333333334,212.1,214.2,217.11111111111111,218.07333333333332,215.78,212.87444444444444,0.7683970477484392,0.6507708380189142,0.7207536629782958,1.3740428982705122,1.2968174523540683,1.2968174523540683,8.176290365314323,6.315973830196233,6.919187528527526,6.864767950844672,8.968220650500013,10.19426501418,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001.0,12185.02,True,23.7,True,TP,1.0,401.3631027235548,388.59771228296853,413.9605220995829,400.34682255686613,387.754377577051,413.08541628160407,401.6345696536867,388.6852586084453,414.60167561158454,406.74236097136577,393.84764766489076,419.79580600000867,410.00977075419405,397.017384494876,423.2678765364212,412.7949957205648,400.09262479350735,425.9777163359414,-33.34682255686613,-8.329483507298093,,
19,1235,,1496-1-103-471-670-5,1.0,1.0,,2021-10-18 17:40:09+00:00,,,,Methane,,367.0,502.0,232.0,,9.57,,,1.0,1.0,2021-10-18 17:40:19+00:00,0.0,Sonic,GHGSat,2,,,,,,,22288.48,4.0,218645.0,22288.48,False,,22242.31033333333,22182.920166666667,22252.78044444444,22543.1836,22713.189716666668,22876.536066666667,AZ,8.612666666666666,8.554166666666667,8.615333333333334,8.7174,8.701433333333334,8.701433333333334,212.1,214.2,217.11111111111111,218.07333333333332,215.78,212.87444444444444,0.7683970477484392,0.6507708380189142,0.7207536629782958,1.3740428982705122,1.2968174523540683,1.2968174523540683,8.176290365314323,6.315973830196233,6.919187528527526,6.864767950844672,8.968220650500013,10.19426501418,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001.0,12185.02,True,23.7,True,TP,1.0,401.60636718217114,389.01117617816766,414.1337537225506,399.9497817935977,387.11452383016854,412.60463335412516,401.6204661399607,389.04786685320244,414.2770277662572,406.8440902899037,393.87180536080393,419.8883135307198,409.8951390357815,397.0326566250877,423.09968997065374,413.023118214403,399.8942041803742,425.99132570473927,-32.94978179359771,-8.238479752591068,,
