,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,WindType,OperatorSet,UnblindingStage,Notes,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,TestLocation,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90
10,1217,,1496-1-103-471-670-5,1.0,1.0,,2021-10-18 17:40:09+00:00,,,,Methane,,367.0,502.0,232.0,,9.57,,,1,1.0,2021-10-18 17:40:19+00:00,Sonic,GHGSat,2,,22288.48,4.0,218645.0,22288.48,False,,22242.310333333342,22182.920166666674,22252.780444444725,AZ,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001.0,12185.02,True,True,TP,1.0,401.41819644394815,376.9563560589176,425.7915725624856,400.31840417928396,375.75331037665853,424.96505795331814,401.7047659441082,376.76807881313295,426.48103630025946
11,1413,,1496-1-103-471-670-5,1.0,1.0,,2021-10-18 17:40:09+00:00,,,,Methane,,367.0,502.0,232.0,,9.57,,,1,1.0,2021-10-18 17:40:19+00:00,Sonic,GHGSat,3,,22288.48,4.0,218645.0,22288.48,False,,22242.310333333342,22182.920166666674,22252.780444444725,AZ,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001.0,12185.02,True,True,TP,1.0,401.3247995500944,377.18347636127237,425.97063214407643,400.45738902045366,375.82375538630964,425.4432007589999,401.66356515572414,376.64864076735813,425.85944999211586
12,1022,,1496-1-303-1170-1369-6,1.0,1.0,,2021-10-18 17:43:45+00:00,,,,Methane,,186.0,282.0,90.0,,4.87,,,1,1.0,2021-10-18 17:43:53+00:00,NASA-GEOS,GHGSat,1,,83156.62,4.0,218645.0,83156.62,False,,83492.84233333355,83444.48899999986,83765.0722222223,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,951.965,True,True,TP,1.0,1506.6659552657568,1423.6207254724059,1592.8209651595548,1505.6507535083651,1423.7480605445198,1589.3626272555923,1511.844891533675,1428.2858453997858,1597.2845893510234
13,1218,,1496-1-303-1170-1369-6,1.0,1.0,,2021-10-18 17:43:45+00:00,,,,Methane,,366.0,502.0,230.0,,9.57,,,1,1.0,2021-10-18 17:43:53+00:00,Sonic,GHGSat,2,,83156.62,4.0,218645.0,83156.62,False,,83492.84233333355,83444.48899999986,83765.0722222223,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,951.965,True,True,TP,1.0,1506.3510270853928,1425.0736000070012,1593.0387805921428,1505.3679236808614,1422.6569253360167,1590.3587042691381,1511.570678940304,1429.1535005129874,1597.0198471366548
14,1414,,1496-1-303-1170-1369-6,1.0,1.0,,2021-10-18 17:43:45+00:00,,,,Methane,,366.0,502.0,230.0,,9.57,,,1,1.0,2021-10-18 17:43:53+00:00,Sonic,GHGSat,3,,83156.62,4.0,218645.0,83156.62,False,,83492.84233333355,83444.48899999986,83765.0722222223,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,951.965,True,True,TP,1.0,1506.962565251029,1423.1345696260983,1589.0294000513745,1506.2396472562175,1423.6525265255407,1591.0314082047598,1511.974470095427,1429.2321434351456,1598.0155105788965
15,1023,,1496-1-104-876-1075-7,1.0,1.0,,2021-10-18 17:46:45+00:00,,,,Methane,,625.0,946.0,304.0,,4.86,,,1,1.0,2021-10-18 17:46:46+00:00,NASA-GEOS,GHGSat,1,,81567.73,4.0,218645.0,81567.73,False,,81835.15966666675,82034.65149999993,82283.80588888912,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,2319.42,True,True,TP,1.0,1476.2919579708837,1396.3925076409134,1559.2091048855752,1479.6898992302602,1399.006801878834,1561.9128036312025,1484.6543772986454,1403.6388641520957,1566.8628246659273
16,1219,,1496-1-104-876-1075-7,1.0,1.0,,2021-10-18 17:46:45+00:00,,,,Methane,,1035.0,1373.0,697.0,,8.06,,,1,1.0,2021-10-18 17:46:46+00:00,Sonic,GHGSat,2,,81567.73,4.0,218645.0,81567.73,False,,81835.15966666675,82034.65149999993,82283.80588888912,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,2319.42,True,True,TP,1.0,1476.976961242558,1397.3101716876208,1557.2858369389683,1480.0124966171077,1398.3150676851094,1561.844560060766,1484.9371707630899,1403.267351026848,1566.8313982853153
17,1415,,1496-1-104-876-1075-7,1.0,1.0,,2021-10-18 17:46:45+00:00,,,,Methane,,1160.0,1652.0,668.0,,8.06,,,1,1.0,2021-10-18 17:46:46+00:00,Sonic,GHGSat,3,,81567.73,4.0,218645.0,81567.73,False,,81835.15966666675,82034.65149999993,82283.80588888912,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,2319.42,True,True,TP,1.0,1477.1299764515404,1395.3345318192826,1561.3627650357562,1479.3446887291702,1399.6810272673983,1560.8163730630815,1484.2106058679947,1402.5390632208246,1565.60479557793
18,1024,,1496-1-304-1313-1512-8,1.0,1.0,,2021-10-18 17:50:15+00:00,,,,Methane,,569.0,857.0,281.0,,4.85,,,1,1.0,2021-10-18 17:50:21+00:00,NASA-GEOS,GHGSat,1,,81040.29,4.0,218645.0,81040.29,False,,80909.6726666668,80756.98149999986,80671.1428888891,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,4355.285,True,True,TP,1.0,1460.426726584553,1381.021111723447,1543.1514107556773,1456.8581667576757,1378.1382178737313,1538.1134548167727,1455.9074054462096,1376.5544312970044,1539.14675250911
19,1220,,1496-1-304-1313-1512-8,1.0,1.0,,2021-10-18 17:50:15+00:00,,,,Methane,,1218.0,1624.0,813.0,,10.38,,,1,1.0,2021-10-18 17:50:21+00:00,Sonic,GHGSat,2,,81040.29,4.0,218645.0,81040.29,False,,80909.6726666668,80756.98149999986,80671.1428888891,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,4355.285,True,True,TP,1.0,1460.246339513826,1381.753170656955,1541.8829385980275,1457.185401672727,1376.3003906288461,1540.040832955155,1454.992219377355,1375.0281997083355,1538.294708060008
20,1416,,1496-1-304-1313-1512-8,1.0,1.0,,2021-10-18 17:50:15+00:00,,,,Methane,,1490.0,1979.0,1001.0,,10.38,,,1,1.0,2021-10-18 17:50:21+00:00,Sonic,GHGSat,3,,81040.29,4.0,218645.0,81040.29,False,,80909.6726666668,80756.98149999986,80671.1428888891,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,4355.285,True,True,TP,1.0,1460.6019563267548,1381.737522819324,1542.9566582676862,1456.125445247197,1377.9393634360733,1538.1609569897798,1454.9367986097216,1374.5211096788425,1536.8585632200993
21,1025,,1496-1-105-725-924-9,1.0,1.0,,2021-10-18 17:53:18+00:00,,,,Methane,,525.0,823.0,227.0,,4.85,,,1,1.0,2021-10-18 17:53:34+00:00,NASA-GEOS,GHGSat,1,,79954.86,4.0,218645.0,79954.86,False,,79251.25233333353,79600.5244999999,79726.63066666681,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,6163.33,True,True,TP,1.0,1430.0727569288672,1353.2603770668047,1511.943276834095,1436.0219386930817,1357.3948989110916,1515.486438717128,1438.8540809299209,1360.4388597602144,1520.4525787073949
22,1221,,1496-1-105-725-924-9,1.0,1.0,,2021-10-18 17:53:18+00:00,,,,Methane,,1141.0,1555.0,727.0,,9.2,,,1,1.0,2021-10-18 17:53:34+00:00,Sonic,GHGSat,2,,79954.86,4.0,218645.0,79954.86,False,,79251.25233333353,79600.5244999999,79726.63066666681,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,6163.33,True,True,TP,1.0,1430.1626773375092,1352.4783282125245,1510.2561434304023,1436.8349115659307,1359.605887841275,1517.0406947094618,1438.683075586503,1359.4063243286987,1520.5858949384049
23,1417,,1496-1-105-725-924-9,1.0,1.0,,2021-10-18 17:53:18+00:00,,,,Methane,,1408.0,1893.0,923.0,,9.2,,,1,1.0,2021-10-18 17:53:34+00:00,Sonic,GHGSat,3,,79954.86,4.0,218645.0,79954.86,False,,79251.25233333353,79600.5244999999,79726.63066666681,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,6163.33,True,True,TP,1.0,1430.1950703239504,1352.3112475649266,1511.5812250874776,1435.8545455742092,1357.2044561715377,1515.7647638126293,1438.8934243934314,1360.2474011210984,1520.8249803565175
24,1026,,1496-1-305-1063-1262-10,1.0,1.0,,2021-10-18 17:56:48+00:00,,,,Methane,,760.0,1151.0,369.0,,4.84,,,1,1.0,2021-10-18 17:56:53+00:00,NASA-GEOS,GHGSat,1,,78107.32,4.0,218645.0,78107.32,False,,78802.79066666675,79097.88833333334,79119.04911111135,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,8060.26,True,True,TP,1.0,1422.145731698343,1344.483881507564,1502.5924650095558,1427.790993727469,1349.5847321004312,1507.0327459802504,1428.0694512307257,1349.544386215242,1508.6524742508846
25,1222,,1496-1-305-1063-1262-10,1.0,1.0,,2021-10-18 17:56:48+00:00,,,,Methane,,1397.0,1878.0,916.0,,8.89,,,1,1.0,2021-10-18 17:56:53+00:00,Sonic,GHGSat,2,,78107.32,4.0,218645.0,78107.32,False,,78802.79066666675,79097.88833333334,79119.04911111135,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,8060.26,True,True,TP,1.0,1421.901492613668,1343.9139680055582,1500.6179023114669,1427.3129894876424,1348.2890126768102,1507.0165390316133,1427.8731387863309,1350.2400730154034,1507.68539181241
26,1418,,1496-1-305-1063-1262-10,1.0,1.0,,2021-10-18 17:56:48+00:00,,,,Methane,,1325.0,1771.0,879.0,,8.89,,,1,1.0,2021-10-18 17:56:53+00:00,Sonic,GHGSat,3,,78107.32,4.0,218645.0,78107.32,False,,78802.79066666675,79097.88833333334,79119.04911111135,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,8060.26,True,True,TP,1.0,1421.5293529900853,1342.833283918726,1500.9004057528107,1427.597653258349,1349.9530162765243,1506.552030914727,1428.2937954001209,1350.7868306511577,1509.6029930621619
27,1027,,1496-1-106-720-919-11,1.0,1.0,,2021-10-18 18:00:21+00:00,,,,Methane,,804.0,970.0,638.0,,4.84,,,1,1.0,2021-10-18 18:00:25+00:00,NASA-GEOS,GHGSat,1,,78398.93,4.0,218645.0,78398.93,False,,78219.27500000018,78436.9844999998,78509.43633333345,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,9563.4,True,True,TP,1.0,1411.353573877986,1334.5565681556911,1490.0112768580807,1415.547574622913,1337.922278721552,1495.163621304283,1416.5580487185462,1339.9111095576293,1497.6600371216891
28,1223,,1496-1-106-720-919-11,1.0,1.0,,2021-10-18 18:00:21+00:00,,,,Methane,,1292.0,1731.0,853.0,,7.77,,,1,1.0,2021-10-18 18:00:25+00:00,Sonic,GHGSat,2,,78398.93,4.0,218645.0,78398.93,False,,78219.27500000018,78436.9844999998,78509.43633333345,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,9563.4,True,True,TP,1.0,1411.0626187650666,1333.7031640001433,1490.418576854148,1415.37224989665,1339.2254926648584,1494.6583503614459,1416.7607491300164,1339.3834609410649,1495.4513546780581
29,1419,,1496-1-106-720-919-11,1.0,1.0,,2021-10-18 18:00:21+00:00,,,,Methane,,1163.0,1532.0,794.0,,7.77,,,1,1.0,2021-10-18 18:00:25+00:00,Sonic,GHGSat,3,,78398.93,4.0,218645.0,78398.93,False,,78219.27500000018,78436.9844999998,78509.43633333345,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,9563.4,True,True,TP,1.0,1412.0972493704305,1334.7034377573643,1491.948866685266,1414.4875886358143,1338.031120053246,1494.286052358209,1417.21212678385,1340.4523605093193,1497.0391083559657
30,1028,,1496-1-306-1609-1808-12,1.0,1.0,,2021-10-18 18:04:19+00:00,,,,Methane,,562.0,856.0,268.0,,4.83,,,1,1.0,2021-10-18 18:04:27+00:00,NASA-GEOS,GHGSat,1,,77834.0,4.0,218645.0,77834.0,False,,77670.75800000018,77617.54783333323,77660.2761111113,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,11460.8,True,True,TP,1.0,1402.3510804075954,1324.8973841095874,1481.529313105406,1400.7116664345547,1324.311398642533,1478.7957240611486,1401.419633911402,1325.9164922963037,1478.7937864470855
31,1224,,1496-1-306-1609-1808-12,1.0,1.0,,2021-10-18 18:04:19+00:00,,,,Methane,,880.0,1207.0,553.0,,7.57,,,1,1.0,2021-10-18 18:04:27+00:00,Sonic,GHGSat,2,,77834.0,4.0,218645.0,77834.0,False,,77670.75800000018,77617.54783333323,77660.2761111113,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,11460.8,True,True,TP,1.0,1400.8885262649796,1324.551772902522,1478.651627759878,1400.4387722991478,1323.4905052886259,1478.3098197932352,1401.5296999720483,1324.4551059817993,1480.6829955164644
32,1420,,1496-1-306-1609-1808-12,1.0,1.0,,2021-10-18 18:04:19+00:00,,,,Methane,,1476.0,1994.0,958.0,,7.57,,,1,1.0,2021-10-18 18:04:27+00:00,Sonic,GHGSat,3,,77834.0,4.0,218645.0,77834.0,False,,77670.75800000018,77617.54783333323,77660.2761111113,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,11460.8,True,True,TP,1.0,1401.6423566819665,1325.1457393632522,1479.3069880179107,1400.698755220626,1323.822086693968,1477.307402001041,1400.9403606919434,1323.3082108055487,1480.2662125507293
33,1029,,1496-1-107-932-1131-13,1.0,1.0,,2021-10-18 18:07:47+00:00,,,,Methane,,327.0,491.0,163.0,,4.83,,,1,1.0,2021-10-18 18:07:52+00:00,NASA-GEOS,GHGSat,1,,30551.05,4.0,218645.0,30551.05,False,,30546.63866666688,30534.729999999807,30507.237333333534,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,979.735,True,True,TP,1.0,551.1330241380288,519.4512416970865,582.695708406814,551.1669680343531,519.053216974347,583.6430067986499,550.3838111222008,518.6505484909865,582.5976376288033
34,1225,,1496-1-107-932-1131-13,1.0,1.0,,2021-10-18 18:07:47+00:00,,,,Methane,,535.0,721.0,349.0,,7.91,,,1,1.0,2021-10-18 18:07:52+00:00,Sonic,GHGSat,2,,30551.05,4.0,218645.0,30551.05,False,,30546.63866666688,30534.729999999807,30507.237333333534,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,979.735,True,True,TP,1.0,550.9568148480857,518.980644574401,583.2367778895111,550.9870946901925,518.6412558085294,583.4693237954327,550.3597405922923,518.0627262187741,582.4938817529144
35,1421,,1496-1-107-932-1131-13,1.0,1.0,,2021-10-18 18:07:47+00:00,,,,Methane,,535.0,721.0,349.0,,7.91,,,1,1.0,2021-10-18 18:07:52+00:00,Sonic,GHGSat,3,,30551.05,4.0,218645.0,30551.05,False,,30546.63866666688,30534.729999999807,30507.237333333534,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,979.735,True,True,TP,1.0,551.4303376194291,519.0234884969968,584.0526024815995,550.8326254897343,518.479571540708,582.6744413157871,550.6096673896524,518.8463815364989,582.2864488351463
36,1030,,1496-1-307-1608-1807-14,1.0,1.0,,2021-10-18 18:11:36+00:00,,,,Methane,,199.0,301.0,97.0,,4.83,,,1,1.0,2021-10-18 18:11:42+00:00,NASA-GEOS,GHGSat,1,,30730.28,4.0,218645.0,30730.28,False,,30721.773333333556,30703.498666666426,30714.770333333552,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,2929.9,True,True,TP,1.0,554.2144511574078,522.1576321577348,586.6217259787054,554.1097130851638,520.8373282860218,586.7917750095297,554.1974933035505,522.3866821733798,585.7076503048569
37,1226,,1496-1-307-1608-1807-14,1.0,1.0,,2021-10-18 18:11:36+00:00,,,,Methane,,342.0,461.0,223.0,,8.33,,,1,1.0,2021-10-18 18:11:42+00:00,Sonic,GHGSat,2,,30730.28,4.0,218645.0,30730.28,False,,30721.773333333556,30703.498666666426,30714.770333333552,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,2929.9,True,True,TP,1.0,554.4426769524696,522.1613824948688,587.2596798403057,553.8648623495668,521.9373692401631,586.5656315689123,554.4379361293305,522.6936098110235,586.8130379564003
38,1422,,1496-1-307-1608-1807-14,1.0,1.0,,2021-10-18 18:11:36+00:00,,,,Methane,,342.0,461.0,223.0,,8.33,,,1,1.0,2021-10-18 18:11:42+00:00,Sonic,GHGSat,3,,30730.28,4.0,218645.0,30730.28,False,,30721.773333333556,30703.498666666426,30714.770333333552,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,2929.9,True,True,TP,1.0,554.2368080964038,522.5424351737487,586.644797661402,553.9995190655852,521.5643192122826,585.973565922967,553.9675197846759,522.1482669153105,587.4934299728725
39,1031,,1496-1-108-702-901-15,1.0,1.0,,2021-10-18 18:15:02+00:00,,,,Methane,,272.0,412.0,132.0,,4.82,,,1,1.0,2021-10-18 18:15:09+00:00,NASA-GEOS,GHGSat,1,,31462.85,4.0,218645.0,31462.85,False,,31464.68200000023,31482.95083333307,31497.107888889153,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,4530.025,True,True,TP,1.0,567.8113986463466,534.5323585043228,601.2295970246423,568.4687034942949,535.6587738199346,601.4139715501705,568.4027491267598,535.3213305203243,601.8763433632464
40,1227,,1496-1-108-702-901-15,1.0,1.0,,2021-10-18 18:15:02+00:00,,,,Methane,,477.0,644.0,311.0,,8.45,,,1,1.0,2021-10-18 18:15:09+00:00,Sonic,GHGSat,2,,31462.85,4.0,218645.0,31462.85,False,,31464.68200000023,31482.95083333307,31497.107888889153,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,4530.025,True,True,TP,1.0,567.5273332403613,534.3914581805477,601.2500207036029,568.015071544078,535.0634682941296,601.7285749263569,568.313543678586,535.5458191426593,601.2797413099844
41,1423,,1496-1-108-702-901-15,1.0,1.0,,2021-10-18 18:15:02+00:00,,,,Methane,,477.0,644.0,311.0,,8.45,,,1,1.0,2021-10-18 18:15:09+00:00,Sonic,GHGSat,3,,31462.85,4.0,218645.0,31462.85,False,,31464.68200000023,31482.95083333307,31497.107888889153,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,4530.025,True,True,TP,1.0,567.7838536322901,534.6464474726857,600.9275821299638,567.7768957619733,534.7884825984008,601.2154590472525,568.091700824032,534.9955632781043,601.4657077915214
42,1032,,1496-1-308-1364-1563-16,1.0,1.0,,2021-10-18 18:18:59+00:00,,,,Methane,,233.0,354.0,112.0,,4.81,,,1,1.0,2021-10-18 18:19:05+00:00,NASA-GEOS,GHGSat,1,,31317.56,4.0,218645.0,31317.56,False,,31238.96700000025,31295.84899999972,31286.89533333353,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,6388.68,True,True,TP,1.0,563.5836063852757,531.4676068026125,596.7735989062463,564.8235414322531,531.7508740604164,597.2867280495658,564.5007930222071,531.2751741568318,597.5166112230538
43,1228,,1496-1-308-1364-1563-16,1.0,1.0,,2021-10-18 18:18:59+00:00,,,,Methane,,395.0,538.0,253.0,,8.17,,,1,1.0,2021-10-18 18:19:05+00:00,Sonic,GHGSat,2,,31317.56,4.0,218645.0,31317.56,False,,31238.96700000025,31295.84899999972,31286.89533333353,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,6388.68,True,True,TP,1.0,563.591406084389,530.7494529643939,596.3601259663591,564.8701056526904,532.5642268623096,597.6461358471513,564.4431721274633,531.4039671059007,596.9964726153322
