,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,WindType,OperatorSet,UnblindingStage,Notes,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,TestLocation,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90
10,740,400.0,F3,1.0,1.0,,2021-07-30 15:40:32+00:00,,,,Methane,188.9047379,314.4977559,346.7172462,282.27826560000005,,3.303666667,,,1.0,,2021-07-30 15:40:16+00:00,Sonic,CarbonMapper,3,,22185.8,2.0,162928.0,22185.8,False,,22121.719999999972,22115.51999999997,22141.473333333273,TX,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,729.8050000000001,True,True,TP,1.0,356.5362826644273,332.5407597992492,382.6311535883061,357.44326432411015,334.3836815829892,387.70002376360924,355.93079348994354,333.22352411394553,383.7924484758079
11,347,7.0,7.0,1.0,1.0,,2021-07-30 15:42:25+00:00,,,,Methane,115.45128840000001,466.86224230000005,567.7117517,366.0127329,,2.713584705,,,1.0,,2021-07-30 15:42:25+00:00,NASA-GEOS,CarbonMapper,1,,22063.8,2.0,162928.0,22063.8,False,,22115.749999999993,22151.65166666658,22191.317777777687,TX,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,1126.195,True,True,TP,1.0,356.00679801155724,332.21805916257154,385.24001300085155,357.3682864032155,335.4117966428615,381.1247851212011,357.7748090934755,332.0252198901132,382.4755725675552
12,572,232.0,4,1.0,1.0,,2021-07-30 15:42:25+00:00,,,,Methane,115.45128840000001,463.3780648,569.8707631,356.8853666,,2.693333333,,,1.0,,2021-07-30 15:42:25+00:00,Sonic,CarbonMapper,2,,22063.8,2.0,162928.0,22063.8,False,,22115.749999999993,22151.65166666658,22191.317777777687,TX,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,1126.195,True,True,TP,1.0,357.3836867318864,331.0557765304079,382.44708966239756,357.26494498105626,332.6234273834966,381.91311949117267,358.3812543107887,333.8533163996405,386.9754479604349
13,741,401.0,F4,1.0,1.0,,2021-07-30 15:42:25+00:00,,,,Methane,169.8381583,551.3857383,658.9515246000001,443.81995199999994,,2.693333333,,,1.0,,2021-07-30 15:42:25+00:00,Sonic,CarbonMapper,3,,22063.8,2.0,162928.0,22063.8,False,,22115.749999999993,22151.65166666658,22191.317777777687,TX,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,1126.195,True,True,TP,1.0,356.89289480591634,335.49014995237104,384.14179067459725,358.35682754756976,337.06183488178146,384.7675339465667,358.5702563153206,335.5653538816419,383.475342860407
14,348,8.0,8.0,1.0,1.0,,2021-07-30 15:44:23+00:00,,,,Methane,150.0,307.4843713,381.712173,233.2565696,,2.713584705,,,1.0,,2021-07-30 15:44:03+00:00,NASA-GEOS,CarbonMapper,1,,10640.9,2.0,162928.0,10640.9,False,,10789.779999999973,10817.631666666633,9857.176666666615,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,116.13499999999999,False,True,NE,-1.0,173.88820029978558,157.91096849589843,190.7715863712477,174.7574595014553,160.0321827572962,190.68873856696973,158.71359853533187,141.1049977939673,176.7583686592609
15,573,233.0,5,1.0,1.0,,2021-07-30 15:44:23+00:00,,,,Methane,150.0,309.3822086,368.94500350000004,249.8194137,,2.730333333,,,1.0,,2021-07-30 15:44:03+00:00,Sonic,CarbonMapper,2,,10640.9,2.0,162928.0,10640.9,False,,10789.779999999973,10817.631666666633,9857.176666666615,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,116.13499999999999,False,True,NE,-1.0,173.5691883364495,156.97546083698245,191.74345420467,174.82227912531508,156.98611281659439,191.88960218622833,158.6478750600274,143.42570053868522,176.2587134436191
16,742,402.0,F5,1.0,1.0,,2021-07-30 15:44:23+00:00,,,,Methane,200.124961,149.05040060000002,164.462918,133.6378832,,2.730333333,,,1.0,,2021-07-30 15:44:03+00:00,Sonic,CarbonMapper,3,,10640.9,2.0,162928.0,10640.9,False,,10789.779999999973,10817.631666666633,9857.176666666615,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,116.13499999999999,False,True,NE,-1.0,173.87543809954448,157.94189836371552,191.32745124708086,174.03526260045606,157.4836454548227,192.38561051044582,158.85795036108914,141.20606212149795,175.85666953610308
17,349,9.0,9.0,1.0,1.0,,2021-07-30 15:46:25+00:00,,,,Methane,142.9020644,,#VALUE!,#VALUE!,,2.713584705,,,0.0,,2021-07-30 15:46:07+00:00,NASA-GEOS,CarbonMapper,1,,10738.0,2.0,162928.0,10738.0,False,,10772.469999999968,10768.049999999943,10650.493333333252,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,571.415,True,True,ER,-1.0,173.782809928676,157.93027411545762,191.56659645603062,173.61730222643314,156.6781182512574,190.446380353721,172.69890363261203,156.01498657201367,188.88116509786133
18,350,10.0,10.0,1.0,1.0,,2021-07-30 15:48:16+00:00,,,,Methane,144.0624864,240.00620919999997,296.9648235,183.0475949,,2.713584705,,,1.0,,2021-07-30 15:48:00+00:00,NASA-GEOS,CarbonMapper,1,,10769.3,2.0,162928.0,10769.3,False,,10738.906666666624,10744.933333333292,10746.722222222157,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,940.075,True,True,TP,1.0,172.82595934621878,157.57939453408787,189.71752371073134,173.1399650279854,155.70822986284756,191.74500229583077,172.83109935437838,156.55180814491294,188.4413226583904
19,574,234.0,6,1.0,1.0,,2021-07-30 15:48:16+00:00,,,,Methane,144.0624864,224.7417495,271.711658,177.7718409,,2.541,,,1.0,,2021-07-30 15:48:00+00:00,Sonic,CarbonMapper,2,,10769.3,2.0,162928.0,10769.3,False,,10738.906666666624,10744.933333333292,10746.722222222157,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,940.075,True,True,TP,1.0,173.46311243097915,157.24696540011257,192.21258558913016,174.2176510874527,157.91177141563253,192.8805804286577,173.5941544915184,158.20687210773104,192.5651916534908
20,743,403.0,F6,1.0,1.0,,2021-07-30 15:48:16+00:00,,,,Methane,174.7483906,117.4507156,133.75100940000002,101.1504218,,2.541,,,1.0,,2021-07-30 15:48:00+00:00,Sonic,CarbonMapper,3,,10769.3,2.0,162928.0,10769.3,False,,10738.906666666624,10744.933333333292,10746.722222222157,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,940.075,True,True,TP,1.0,173.74796461858443,158.68673519542673,189.3210323358508,173.36120784758398,157.49822977169256,190.4231057763058,173.06054328651516,155.75625655957955,191.17551001535966
21,351,11.0,11.0,1.0,1.0,,2021-07-30 15:50:20+00:00,,,,Methane,135.532284,305.91889039999995,409.1585529,202.6792279,,2.713584705,,,1.0,,2021-07-30 15:50:03+00:00,NASA-GEOS,CarbonMapper,1,,10746.5,2.0,162928.0,10746.5,False,,10698.509999999978,10696.368333333257,10650.931111111016,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,1231.255,True,True,TP,1.0,172.0200472838964,154.4826244003261,190.93551340104167,172.40766591253697,155.33595078651018,191.09503611781378,171.36049009292338,154.63334680864833,188.41224079358312
22,575,235.0,7,1.0,1.0,,2021-07-30 15:50:20+00:00,,,,Methane,135.532284,292.02401860000003,384.8185988,199.22943850000001,,2.5903333330000002,,,1.0,,2021-07-30 15:50:03+00:00,Sonic,CarbonMapper,2,,10746.5,2.0,162928.0,10746.5,False,,10698.509999999978,10696.368333333257,10650.931111111016,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,1231.255,True,True,TP,1.0,172.77668555578194,155.30554040891005,191.28646661850453,172.7655180883862,156.5712033307058,190.61686479209934,171.58652945119175,153.92166956966764,189.9183052794232
23,744,404.0,F7,1.0,1.0,,2021-07-30 15:50:20+00:00,,,,Methane,196.3797342,258.11010719999996,293.67740939999993,222.542805,,2.5903333330000002,,,1.0,,2021-07-30 15:50:03+00:00,Sonic,CarbonMapper,3,,10746.5,2.0,162928.0,10746.5,False,,10698.509999999978,10696.368333333257,10650.931111111016,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,1231.255,True,True,TP,1.0,172.6700222822294,155.0085043355497,189.78728066816885,171.82797012361047,154.77275481697532,189.6385816987979,171.761806830482,156.24398394663444,189.6382562326047
24,352,12.0,12.0,1.0,1.0,,2021-07-30 15:52:17+00:00,,,,Methane,93.43446901,228.1839536,294.7329399,161.6349673,,2.713584705,,,1.0,,2021-07-30 15:52:01+00:00,NASA-GEOS,CarbonMapper,1,,10666.4,2.0,162928.0,10666.4,False,,10695.516666666641,10665.244999999944,10638.891111111028,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,1570.6999999999998,True,True,TP,1.0,172.787040960095,155.7277035697579,190.39424374895435,172.08716056604473,156.1236791638869,189.0516310267657,171.9899426886852,154.17210216118073,188.56993788726314
25,576,236.0,8,1.0,1.0,,2021-07-30 15:52:17+00:00,,,,Methane,93.43446901,239.150513,297.3432972,180.9577287,,2.844,,,1.0,,2021-07-30 15:52:01+00:00,Sonic,CarbonMapper,2,,10666.4,2.0,162928.0,10666.4,False,,10695.516666666641,10665.244999999944,10638.891111111028,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,1570.6999999999998,True,True,TP,1.0,171.9826436533947,156.37716992944536,191.69058197544842,172.31989176228606,156.1239772713784,189.83184598216812,171.339302970418,155.74703105366316,186.44502094095654
26,745,405.0,F8,1.0,1.0,,2021-07-30 15:52:17+00:00,,,,Methane,198.3859874,168.4771701,181.58825380000002,155.3660864,,2.844,,,1.0,,2021-07-30 15:52:01+00:00,Sonic,CarbonMapper,3,,10666.4,2.0,162928.0,10666.4,False,,10695.516666666641,10665.244999999944,10638.891111111028,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,1570.6999999999998,True,True,TP,1.0,172.36061650736863,155.985241305446,190.2070144663285,171.72642187696556,154.75282676397816,188.3065251539524,172.25755970938965,154.25569018750662,189.3114393386558
27,353,13.0,13.0,1.0,1.0,,2021-07-30 15:54:31+00:00,,,,Methane,131.041978,,#VALUE!,#VALUE!,,2.713584705,,,0.0,,2021-07-30 15:54:10+00:00,NASA-GEOS,CarbonMapper,1,,10652.7,2.0,162928.0,10652.7,False,,10641.893333333299,10644.089999999942,10636.408888888815,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,1978.3000000000002,True,True,ER,-1.0,172.59383679458548,155.52492123033355,190.29600300611014,172.18862040423718,155.3881030621033,189.17303395981477,171.54089769832396,154.8395196306227,186.70360012604291
28,354,14.0,14.0,1.0,1.0,,2021-07-30 15:56:20+00:00,,,,Methane,148.18906840000002,,#VALUE!,#VALUE!,,2.713584705,,,0.0,,2021-07-30 15:56:20+00:00,NASA-GEOS,CarbonMapper,1,,3182.2,2.0,162928.0,3182.2,False,,3194.633333333307,3207.699999999926,3214.9622222221265,TX,2021-07-30 15:54:44+00:00,2021-07-30 16:07:54+00:00,2004.0,282.425,True,True,ER,-1.0,51.220767629274604,37.00115597652478,64.63417033488535,51.571878702553384,37.78499686107242,63.681492821620076,52.051946468557276,37.28802702138955,67.09865795658827
29,355,15.0,15.0,1.0,1.0,,2021-07-30 15:58:22+00:00,,,,Methane,140.2640367,,#VALUE!,#VALUE!,,2.713584705,,,0.0,,2021-07-30 15:58:06+00:00,NASA-GEOS,CarbonMapper,1,,3161.7,2.0,162928.0,3161.7,False,,3147.373333333313,3154.866666666591,3162.9888888887804,TX,2021-07-30 15:54:44+00:00,2021-07-30 16:07:54+00:00,2004.0,486.68,True,True,ER,-1.0,50.09993751917523,36.37337018362128,63.71782406886911,50.91955189199782,37.747153766592284,65.23395455069628,51.541931355221514,36.804644884778874,65.33952742823412
30,356,16.0,16.0,1.0,1.0,,2021-07-30 16:00:28+00:00,,,,Methane,132.849539,,#VALUE!,#VALUE!,,2.610192272,,,0.0,,2021-07-30 16:00:11+00:00,NASA-GEOS,CarbonMapper,1,,3156.8,2.0,162928.0,3156.8,False,,3154.526666666644,3156.4916666665863,3149.7788888887844,TX,2021-07-30 15:54:44+00:00,2021-07-30 16:07:54+00:00,2004.0,771.385,True,True,ER,-1.0,50.445956196262095,34.96787993131234,63.53792007878204,50.67794404541001,36.120763412258455,64.16466671553604,50.63954655837983,37.03199761674043,64.25509083254255
31,357,17.0,17.0,1.0,1.0,,2021-07-30 16:02:40+00:00,,,,Methane,123.3288287,160.7826875,252.2714555,69.29391949,,2.610192272,,,1.0,,2021-07-30 16:02:23+00:00,NASA-GEOS,CarbonMapper,1,,3136.5,2.0,162928.0,3136.5,False,,3144.4033333333086,3145.386666666593,3148.0755555554533,TX,2021-07-30 15:54:44+00:00,2021-07-30 16:07:54+00:00,2004.0,1085.435,True,True,TP,1.0,50.477774470414346,37.06583216431332,63.79144567470215,51.01025922494968,37.579961584219234,65.8468612620499,50.71019089770522,37.2541948962735,64.03992043610329
32,577,237.0,9,1.0,1.0,,2021-07-30 16:02:40+00:00,,,,Methane,123.3288287,192.5348878,295.64136560000003,89.42841013,,3.125666667,,,1.0,,2021-07-30 16:02:23+00:00,Sonic,CarbonMapper,2,,3136.5,2.0,162928.0,3136.5,False,,3144.4033333333086,3145.386666666593,3148.0755555554533,TX,2021-07-30 15:54:44+00:00,2021-07-30 16:07:54+00:00,2004.0,1085.435,True,True,TP,1.0,50.99047107840589,35.9109758201059,65.11132276222591,50.71405523593302,35.058547294434206,65.23478367790959,50.594687559942,37.40583645264946,64.77584926881485
33,746,406.0,F9,1.0,1.0,,2021-07-30 16:02:40+00:00,,,,Methane,192.4214125,115.54583459999999,127.3434642,103.748205,,3.125666667,,,1.0,,2021-07-30 16:02:23+00:00,Sonic,CarbonMapper,3,,3136.5,2.0,162928.0,3136.5,False,,3144.4033333333086,3145.386666666593,3148.0755555554533,TX,2021-07-30 15:54:44+00:00,2021-07-30 16:07:54+00:00,2004.0,1085.435,True,True,TP,1.0,50.754363163021345,36.41062662359903,66.16423225954783,50.31838964996493,34.96713810415576,63.9517329073202,50.318518015145,36.804463250406016,63.37834815690734
34,358,18.0,18.0,1.0,1.0,,2021-07-30 16:04:41+00:00,,,,Methane,120.74767079999998,130.39374329999998,185.3080452,75.47944142,,2.610192272,,,1.0,,2021-07-30 16:04:23+00:00,NASA-GEOS,CarbonMapper,1,,3109.1,2.0,162928.0,3109.1,False,,3120.199999999976,3121.7316666665947,3129.2111111110053,TX,2021-07-30 15:54:44+00:00,2021-07-30 16:07:54+00:00,2004.0,1374.705,True,True,TP,1.0,50.6429215101743,36.52153681437624,65.13687603645926,50.59204048762772,36.418259351821625,63.56148910933903,49.869113910281115,35.539536626426184,62.427621394188165
35,578,238.0,10,1.0,1.0,,2021-07-30 16:04:41+00:00,,,,Methane,120.74767079999998,118.9110008,165.427405,72.39459662,,2.3803333330000003,,,1.0,,2021-07-30 16:04:23+00:00,Sonic,CarbonMapper,2,,3109.1,2.0,162928.0,3109.1,False,,3120.199999999976,3121.7316666665947,3129.2111111110053,TX,2021-07-30 15:54:44+00:00,2021-07-30 16:07:54+00:00,2004.0,1374.705,True,True,TP,1.0,50.40774353385892,37.18355766663794,64.28667024985076,49.824845976340804,35.430593107565606,65.07354351075425,50.58555964533088,36.42327704709397,64.09351867861147
36,747,407.0,F10,1.0,1.0,,2021-07-30 16:04:41+00:00,,,,Methane,191.6715941,64.44505976,74.23857337,54.65154615,,2.3803333330000003,,,1.0,,2021-07-30 16:04:23+00:00,Sonic,CarbonMapper,3,,3109.1,2.0,162928.0,3109.1,False,,3120.199999999976,3121.7316666665947,3129.2111111110053,TX,2021-07-30 15:54:44+00:00,2021-07-30 16:07:54+00:00,2004.0,1374.705,True,True,TP,1.0,50.51853317396513,36.77937037121931,64.5495482448296,50.16354743078244,35.2157582416589,66.20650453753936,50.56937484936091,35.60238749655078,64.60625070041878
37,359,19.0,191.0,1.0,1.0,,2021-07-30 16:07:01+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 16:06:41+00:00,NASA-GEOS,CarbonMapper,1,,3069.0,2.0,162928.0,3069.0,False,,3055.5866666666407,3092.9749999999235,3088.4622222221255,TX,2021-07-30 15:54:44+00:00,2021-07-30 16:07:54+00:00,2004.0,1725.75,True,True,FN,0.0,49.228561890204595,34.96114750666812,63.32659210970946,49.95704320021934,36.33000213973009,65.03258237040542,49.76447555558299,37.32128676199672,64.36325543019915
38,360,20.0,192.0,1.0,1.0,,2021-07-30 16:08:56+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 16:08:33+00:00,NASA-GEOS,CarbonMapper,1,,0.0,2.0,162928.0,0.0,False,,0.0,0.0,0.0,TX,2021-07-30 16:07:54+00:00,2021-07-30 16:24:44+00:00,2005.0,41.625000000000014,False,False,NE,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,361,21.0,193.0,1.0,1.0,,2021-07-30 16:10:55+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 16:10:34+00:00,NASA-GEOS,CarbonMapper,1,,0.0,2.0,162928.0,0.0,False,,0.0,0.0,0.0,TX,2021-07-30 16:07:54+00:00,2021-07-30 16:24:44+00:00,2005.0,306.41499999999996,True,False,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,362,22.0,194.0,1.0,1.0,,2021-07-30 16:12:49+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 16:12:29+00:00,NASA-GEOS,CarbonMapper,1,,0.0,2.0,162928.0,0.0,False,,0.0,0.0,0.0,TX,2021-07-30 16:07:54+00:00,2021-07-30 16:24:44+00:00,2005.0,649.555,True,False,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,363,23.0,195.0,1.0,1.0,,2021-07-30 16:14:53+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 16:14:33+00:00,NASA-GEOS,CarbonMapper,1,,0.0,2.0,162928.0,0.0,False,,0.0,0.0,0.0,TX,2021-07-30 16:07:54+00:00,2021-07-30 16:24:44+00:00,2005.0,957.905,True,False,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,364,24.0,196.0,1.0,1.0,,2021-07-30 16:16:53+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 16:16:33+00:00,NASA-GEOS,CarbonMapper,1,,0.0,2.0,162928.0,0.0,False,,0.0,0.0,0.0,TX,2021-07-30 16:07:54+00:00,2021-07-30 16:24:44+00:00,2005.0,1299.175,True,False,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,365,25.0,197.0,1.0,1.0,,2021-07-30 16:19:10+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 16:18:52+00:00,NASA-GEOS,CarbonMapper,1,,0.0,2.0,162928.0,0.0,False,,0.0,0.0,0.0,TX,2021-07-30 16:07:54+00:00,2021-07-30 16:24:44+00:00,2005.0,1534.58,True,False,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,366,26.0,198.0,1.0,1.0,,2021-07-30 16:21:19+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 16:21:02+00:00,NASA-GEOS,CarbonMapper,1,,0.0,2.0,162928.0,0.0,False,,0.0,0.0,0.0,TX,2021-07-30 16:07:54+00:00,2021-07-30 16:24:44+00:00,2005.0,1842.845,True,False,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
