,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,WindType,OperatorSet,Notes,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,TestLocation,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90
18,747,,1496-1-106-720-919-11,1.0,1.0,,2021-10-18 18:00:21+00:00,,,,Methane,,804.0,970.0,638.0,,4.84,,,1,1.0,2021-10-18 18:00:21+00:00,NASA-GEOS,GHGSat,,78236.54,4.0,218645.0,78236.54,,78217.36200000018,78443.13133333313,78502.28044444456,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,9532.275,True,TP,1.0,1411.5626476110147,1334.7649043003062,1491.814155106334,1415.7521806398302,1338.3045219344538,1496.3348625867848,1416.0428202958342,1339.0665660834068,1494.4691332897205
19,943,,1496-1-106-720-919-11,1.0,1.0,,2021-10-18 18:00:21+00:00,,,,Methane,,1292.0,1731.0,853.0,,7.77,,,1,1.0,2021-10-18 18:00:21+00:00,Sonic,GHGSat,,78236.54,4.0,218645.0,78236.54,,78217.36200000018,78443.13133333313,78502.28044444456,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,9532.275,True,TP,1.0,1411.7440571847897,1333.8547734046028,1490.944918050044,1414.9194205516187,1336.4843308289333,1493.2688942674554,1416.567953201678,1340.4552408304971,1495.2281175854484
20,748,,1496-1-306-1609-1808-12,1.0,1.0,,2021-10-18 18:04:19+00:00,,,,Methane,,562.0,856.0,268.0,,4.83,,,1,1.0,2021-10-18 18:04:19+00:00,NASA-GEOS,GHGSat,,77685.55,4.0,218645.0,77685.55,,77546.26733333356,77664.65199999994,77659.25277777798,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,11402.965,True,TP,1.0,1399.5195553412184,1322.6833533591455,1476.666366728652,1400.5735504268087,1324.0295926089102,1478.7091202456375,1401.8730200690175,1325.1682122972056,1480.9495554741554
21,944,,1496-1-306-1609-1808-12,1.0,1.0,,2021-10-18 18:04:19+00:00,,,,Methane,,880.0,1207.0,553.0,,7.57,,,1,1.0,2021-10-18 18:04:19+00:00,Sonic,GHGSat,,77685.55,4.0,218645.0,77685.55,,77546.26733333356,77664.65199999994,77659.25277777798,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,11402.965,True,TP,1.0,1399.2484774916493,1322.4141677859982,1475.6936131778812,1401.7141733974722,1323.39716256229,1480.2414359210682,1401.4982453243326,1324.697696149916,1480.044386507658
22,749,,1496-1-107-932-1131-13,1.0,1.0,,2021-10-18 18:07:47+00:00,,,,Methane,,327.0,491.0,163.0,,4.83,,,1,1.0,2021-10-18 18:07:47+00:00,NASA-GEOS,GHGSat,,30564.58,4.0,218645.0,30564.58,,30531.30933333354,30534.436166666466,30499.30744444465,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,940.4399999999999,True,TP,1.0,550.743474896063,518.680202638278,582.9764636657211,550.6673860443757,518.4538996601735,582.7105867889866,550.3542093907234,517.83936599492,582.1169324423282
23,945,,1496-1-107-932-1131-13,1.0,1.0,,2021-10-18 18:07:47+00:00,,,,Methane,,535.0,721.0,349.0,,7.91,,,1,1.0,2021-10-18 18:07:47+00:00,Sonic,GHGSat,,30564.58,4.0,218645.0,30564.58,,30531.30933333354,30534.436166666466,30499.30744444465,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,940.4399999999999,True,TP,1.0,551.0129623098155,518.8203108183187,583.1298086330485,550.9024770836264,517.8646376192223,582.7250734222661,550.158367594951,518.3677454954865,582.1186931007502
24,750,,1496-1-307-1608-1807-14,1.0,1.0,,2021-10-18 18:11:36+00:00,,,,Methane,,199.0,301.0,97.0,,4.83,,,1,1.0,2021-10-18 18:11:36+00:00,NASA-GEOS,GHGSat,,30769.56,4.0,218645.0,30769.56,,30720.681000000226,30703.1778333331,30685.466444444657,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,2881.8900000000003,True,TP,1.0,554.1730366643517,521.7772698913761,587.3584243282442,553.825594525803,521.9893404588997,586.7907574933888,553.7715702720162,521.3172591851621,586.5488854314513
25,946,,1496-1-307-1608-1807-14,1.0,1.0,,2021-10-18 18:11:36+00:00,,,,Methane,,342.0,461.0,223.0,,8.33,,,1,1.0,2021-10-18 18:11:36+00:00,Sonic,GHGSat,,30769.56,4.0,218645.0,30769.56,,30720.681000000226,30703.1778333331,30685.466444444657,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,2881.8900000000003,True,TP,1.0,554.4338446479197,522.1736585830229,587.2085024206488,554.00134307722,522.2996068176724,586.6224333017979,553.3960989246856,521.3863822927334,585.7654480088296
26,751,,1496-1-108-702-901-15,1.0,1.0,,2021-10-18 18:15:02+00:00,,,,Methane,,272.0,412.0,132.0,,4.82,,,1,1.0,2021-10-18 18:15:02+00:00,NASA-GEOS,GHGSat,,31404.14,4.0,218645.0,31404.14,,31490.038333333567,31480.42933333308,31493.15188888914,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,4466.285,True,TP,1.0,568.3707659466623,535.1943558623883,601.615654150881,568.0857231908946,535.3661684250251,602.1313984240327,568.087604597207,535.3876993712599,602.2426166489563
27,947,,1496-1-108-702-901-15,1.0,1.0,,2021-10-18 18:15:02+00:00,,,,Methane,,477.0,644.0,311.0,,8.45,,,1,1.0,2021-10-18 18:15:02+00:00,Sonic,GHGSat,,31404.14,4.0,218645.0,31404.14,,31490.038333333567,31480.42933333308,31493.15188888914,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,4466.285,True,TP,1.0,568.4490826532001,535.10485878249,601.6695099212548,568.0677687246831,535.529164278637,600.2125279607255,568.5345309385647,535.9303044195111,601.51553612192
28,752,,1496-1-308-1364-1563-16,1.0,1.0,,2021-10-18 18:18:59+00:00,,,,Methane,,233.0,354.0,112.0,,4.81,,,1,1.0,2021-10-18 18:18:59+00:00,NASA-GEOS,GHGSat,,31267.79,4.0,218645.0,31267.79,,31259.14966666692,31290.032333333053,31291.53788888908,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,6339.09,True,TP,1.0,563.9594049762424,530.707761468937,596.0773093971027,564.4009040328929,532.0117995064776,598.1998313967374,564.6200582302308,531.7504276944372,597.7975010247372
29,948,,1496-1-308-1364-1563-16,1.0,1.0,,2021-10-18 18:18:59+00:00,,,,Methane,,395.0,538.0,253.0,,8.17,,,1,1.0,2021-10-18 18:18:59+00:00,Sonic,GHGSat,,31267.79,4.0,218645.0,31267.79,,31259.14966666692,31290.032333333053,31291.53788888908,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,6339.09,True,TP,1.0,564.1369723564152,532.2485431754448,597.0775430494239,564.4542129939465,531.1673405021653,597.107345313871,564.7111303189259,532.1869991854157,597.3545850867228
30,753,,1496-1-109-578-777-17,1.0,1.0,,2021-10-18 18:22:12+00:00,,,,Methane,,206.0,312.0,100.0,,4.8,,,1,1.0,2021-10-18 18:22:12+00:00,NASA-GEOS,GHGSat,,32477.88,4.0,218645.0,32477.88,,32269.851666666906,32166.296999999726,32060.255444444665,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,7946.66,True,TP,1.0,582.2102717768427,548.6030764787963,615.4138290090845,580.3774624114517,546.2300715271394,614.458570583902,578.6005490108882,545.0045829300984,612.453496852586
31,949,,1496-1-109-578-777-17,1.0,1.0,,2021-10-18 18:22:12+00:00,,,,Methane,,503.0,680.0,326.0,,11.72,,,1,1.0,2021-10-18 18:22:12+00:00,Sonic,GHGSat,,32477.88,4.0,218645.0,32477.88,,32269.851666666906,32166.296999999726,32060.255444444665,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,7946.66,True,TP,1.0,582.0854608581309,547.6081806258948,615.294458676474,580.4683275911955,547.5867749717124,613.7141837228613,578.3349211761494,545.7492738843335,611.6554776377741
32,754,,1496-1-309-1389-1588-18,1.0,1.0,,2021-10-18 18:26:14+00:00,,,,Methane,,224.0,338.0,110.0,,4.8,,,1,1.0,2021-10-18 18:26:14+00:00,NASA-GEOS,GHGSat,,32670.91,4.0,218645.0,32670.91,,32600.377333333574,32615.111166666393,32600.261888889094,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,10194.465,True,TP,1.0,588.4673827798808,554.5089222070428,622.6443964252807,588.5986796463848,553.9460587513016,623.2336584844554,588.4832047482074,554.7166085272727,623.0141025841577
33,950,,1496-1-309-1389-1588-18,1.0,1.0,,2021-10-18 18:26:14+00:00,,,,Methane,,454.0,606.0,302.0,,9.75,,,1,1.0,2021-10-18 18:26:14+00:00,Sonic,GHGSat,,32670.91,4.0,218645.0,32670.91,,32600.377333333574,32615.111166666393,32600.261888889094,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,10194.465,True,TP,1.0,588.336343381359,554.6657076003435,622.9591567677061,588.4681400527263,554.2745234842022,622.1400222505641,588.1637842233282,554.4619723114035,622.4483188179668
34,755,,1496-1-110-0510-0709-19,1.0,1.0,,2021-10-18 18:29:08+00:00,,,,Methane,,185.0,282.0,88.0,,4.79,,,1,1.0,2021-10-18 18:29:08+00:00,NASA-GEOS,GHGSat,,32476.46,4.0,218645.0,32476.46,,32531.852666666902,32532.30383333309,32529.831888889184,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,11659.795,True,TP,1.0,586.8687136818554,553.1278803962176,620.5469992959019,587.3052705763957,553.0446481556864,621.0341502689437,586.8905163953143,553.1261814790724,621.499281857363
35,951,,1496-1-110-0510-0709-19,1.0,1.0,,2021-10-18 18:29:08+00:00,,,,Methane,,346.0,472.0,220.0,,8.96,,,1,1.0,2021-10-18 18:29:08+00:00,Sonic,GHGSat,,32476.46,4.0,218645.0,32476.46,,32531.852666666902,32532.30383333309,32529.831888889184,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,11659.795,True,TP,1.0,586.9632638224076,552.9389828672121,621.8880091078862,587.0594378111605,553.1077644427254,621.5362704387284,586.7200310167916,552.5084840058769,621.3320875940645
36,756,,1496-1-111-0929-1128-20,1.0,1.0,,2021-10-18 18:36:57+00:00,,,,Methane,,175.0,264.0,86.0,,4.85,,,1,1.0,2021-10-18 18:36:57+00:00,NASA-GEOS,GHGSat,,19289.73,4.0,218645.0,19289.73,,22989.49966666692,25805.302333333086,26883.73700000023,AZ,2021-10-18 18:36:54+00:00,2021-10-18 18:37:23+00:00,2004.0,29.65,False,NE,-1.0,414.8411277747481,389.44468525794537,439.88756457964223,465.60415746482573,438.16504986023835,493.50534585549224,485.0622348531778,456.5707222953261,513.9223974409222
37,952,,1496-1-111-0929-1128-20,1.0,1.0,,2021-10-18 18:36:57+00:00,,,,Methane,,362.0,484.0,240.0,,10.05,,,1,1.0,2021-10-18 18:36:57+00:00,Sonic,GHGSat,,19289.73,4.0,218645.0,19289.73,,22989.49966666692,25805.302333333086,26883.73700000023,AZ,2021-10-18 18:36:54+00:00,2021-10-18 18:37:23+00:00,2004.0,29.65,False,NE,-1.0,414.9270031340507,389.39913660507693,440.7534834749868,465.8486448005717,437.7123782460769,493.8521536762377,484.9679634311551,456.4591170907118,513.2414535051847
38,757,,1496-1-311-889-1088-21,1.0,1.0,,2021-10-18 18:39:46+00:00,,,,Methane,,,,,,,,,2,,2021-10-18 18:39:46+00:00,NASA-GEOS,GHGSat,,0.0,4.0,218645.0,0.0,,0.0,0.0,0.0,AZ,2021-10-18 18:37:23+00:00,2021-10-18 18:56:23+00:00,2005.0,1130.555,True,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,953,,1496-1-311-889-1088-21,1.0,1.0,,2021-10-18 18:39:46+00:00,,,,Methane,,,,,,,,,2,,2021-10-18 18:39:46+00:00,Sonic,GHGSat,,0.0,4.0,218645.0,0.0,,0.0,0.0,0.0,AZ,2021-10-18 18:37:23+00:00,2021-10-18 18:56:23+00:00,2005.0,1130.555,True,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,758,,1496-1-112-430-629-22,1.0,1.0,,2021-10-18 18:44:23+00:00,,,,Methane,,,,,,,,,2,,2021-10-18 18:44:23+00:00,NASA-GEOS,GHGSat,,0.0,4.0,218645.0,0.0,,0.0,0.0,0.0,AZ,2021-10-18 18:37:23+00:00,2021-10-18 18:56:23+00:00,2005.0,3285.175,True,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,954,,1496-1-112-430-629-22,1.0,1.0,,2021-10-18 18:44:23+00:00,,,,Methane,,,,,,,,,2,,2021-10-18 18:44:23+00:00,Sonic,GHGSat,,0.0,4.0,218645.0,0.0,,0.0,0.0,0.0,AZ,2021-10-18 18:37:23+00:00,2021-10-18 18:56:23+00:00,2005.0,3285.175,True,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,759,,1496-1-312-1188-1387-23,1.0,1.0,,2021-10-18 18:47:00+00:00,,,,Methane,,,,,,,,,2,,2021-10-18 18:47:00+00:00,NASA-GEOS,GHGSat,,0.0,4.0,218645.0,0.0,,0.0,0.0,0.0,AZ,2021-10-18 18:37:23+00:00,2021-10-18 18:56:23+00:00,2005.0,4679.565,True,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,955,,1496-1-312-1188-1387-23,1.0,1.0,,2021-10-18 18:47:00+00:00,,,,Methane,,,,,,,,,2,,2021-10-18 18:47:00+00:00,Sonic,GHGSat,,0.0,4.0,218645.0,0.0,,0.0,0.0,0.0,AZ,2021-10-18 18:37:23+00:00,2021-10-18 18:56:23+00:00,2005.0,4679.565,True,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,760,,1496-1-131-609-808-24,1.0,1.0,,2021-10-18 18:51:04+00:00,,,,Methane,,,,,,,,,2,,2021-10-18 18:51:04+00:00,NASA-GEOS,GHGSat,,0.0,4.0,218645.0,0.0,,0.0,0.0,0.0,AZ,2021-10-18 18:37:23+00:00,2021-10-18 18:56:23+00:00,2005.0,6893.53,True,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,956,,1496-1-131-609-808-24,1.0,1.0,,2021-10-18 18:51:04+00:00,,,,Methane,,,,,,,,,2,,2021-10-18 18:51:04+00:00,Sonic,GHGSat,,0.0,4.0,218645.0,0.0,,0.0,0.0,0.0,AZ,2021-10-18 18:37:23+00:00,2021-10-18 18:56:23+00:00,2005.0,6893.53,True,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,761,,1496-1-313-1228-1427-25,1.0,1.0,,2021-10-18 18:54:00+00:00,,,,Methane,,,,,,,,,2,,2021-10-18 18:54:00+00:00,NASA-GEOS,GHGSat,,0.0,4.0,218645.0,0.0,,0.0,0.0,0.0,AZ,2021-10-18 18:37:23+00:00,2021-10-18 18:56:23+00:00,2005.0,8472.580000000002,True,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,957,,1496-1-313-1228-1427-25,1.0,1.0,,2021-10-18 18:54:00+00:00,,,,Methane,,,,,,,,,2,,2021-10-18 18:54:00+00:00,Sonic,GHGSat,,0.0,4.0,218645.0,0.0,,0.0,0.0,0.0,AZ,2021-10-18 18:37:23+00:00,2021-10-18 18:56:23+00:00,2005.0,8472.580000000002,True,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
