,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,WindType,OperatorSet,UnblindingStage,Notes,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,TestLocation,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90
11,1299,,1496-1-103-471-670-5,1.0,1.0,,2021-10-18 17:40:09+00:00,,,,Methane,,367.0,502.0,232.0,,9.57,,,1,1.0,2021-10-18 17:40:09+00:00,Sonic,GHGSat,3,,22241.66,4.0,218645.0,22241.66,,22201.81600000001,22188.05516666669,22281.672111111395,AZ,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2001.0,12093.359999999999,True,True,TP,1.0,398.9640741701764,374.4013650900864,422.73813490627873,399.50403786166635,376.9192591764699,423.0376464678611,400.846371713861,376.27428760661945,425.62290222492595
12,908,,1496-1-303-1170-1369-6,1.0,1.0,,2021-10-18 17:43:45+00:00,,,,Methane,,186.0,282.0,90.0,,4.87,,,1,1.0,2021-10-18 17:43:45+00:00,NASA-GEOS,GHGSat,1,,83970.7,4.0,218645.0,83970.7,,83390.94500000023,83503.33699999981,83875.0464444445,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,866.095,True,True,TP,1.0,1502.9496709853327,1423.4830965651724,1589.1837633513571,1502.7941413336937,1424.5199063293096,1594.1911707844827,1511.1031578408106,1429.7637273230423,1588.7529525986613
13,1104,,1496-1-303-1170-1369-6,1.0,1.0,,2021-10-18 17:43:45+00:00,,,,Methane,,366.0,502.0,230.0,,9.57,,,1,1.0,2021-10-18 17:43:45+00:00,Sonic,GHGSat,2,,83970.7,4.0,218645.0,83970.7,,83390.94500000023,83503.33699999981,83875.0464444445,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,866.095,True,True,TP,1.0,1501.0211190252894,1415.9336233045196,1591.579011255319,1499.819992844177,1425.4644447895307,1591.1353433224263,1506.9339154349557,1425.482037629199,1601.628704790974
14,1300,,1496-1-303-1170-1369-6,1.0,1.0,,2021-10-18 17:43:45+00:00,,,,Methane,,366.0,502.0,230.0,,9.57,,,1,1.0,2021-10-18 17:43:45+00:00,Sonic,GHGSat,3,,83970.7,4.0,218645.0,83970.7,,83390.94500000023,83503.33699999981,83875.0464444445,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,866.095,True,True,TP,1.0,1503.2579729972774,1419.1986066821994,1587.7627174936465,1506.4465196356052,1422.1680580551945,1597.7575918388047,1509.801121704469,1434.5951713837958,1589.9426391261716
15,909,,1496-1-104-876-1075-7,1.0,1.0,,2021-10-18 17:46:45+00:00,,,,Methane,,625.0,946.0,304.0,,4.86,,,1,1.0,2021-10-18 17:46:45+00:00,NASA-GEOS,GHGSat,1,,81567.73,4.0,218645.0,81567.73,,81849.28700000007,82037.30983333327,82298.77433333357,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,2311.0699999999997,True,True,TP,1.0,1472.4245073501183,1402.7924240084258,1556.413263563786,1476.6623926320226,1396.0967732046151,1568.3266582486126,1484.823066163429,1406.2976738476686,1567.4870758104225
16,1105,,1496-1-104-876-1075-7,1.0,1.0,,2021-10-18 17:46:45+00:00,,,,Methane,,1035.0,1373.0,697.0,,8.06,,,1,1.0,2021-10-18 17:46:45+00:00,Sonic,GHGSat,2,,81567.73,4.0,218645.0,81567.73,,81849.28700000007,82037.30983333327,82298.77433333357,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,2311.0699999999997,True,True,TP,1.0,1473.862510632186,1395.2387099842308,1550.156924591249,1478.816036917198,1398.3001590878632,1563.1509745333572,1484.3299330256605,1399.8761434084936,1571.3029733792075
17,1301,,1496-1-104-876-1075-7,1.0,1.0,,2021-10-18 17:46:45+00:00,,,,Methane,,1160.0,1652.0,668.0,,8.06,,,1,1.0,2021-10-18 17:46:45+00:00,Sonic,GHGSat,3,,81567.73,4.0,218645.0,81567.73,,81849.28700000007,82037.30983333327,82298.77433333357,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,2311.0699999999997,True,True,TP,1.0,1474.4680368878433,1394.6820945090637,1558.252012320089,1478.173746222619,1392.7147599213636,1569.9245999273726,1478.9032797931177,1398.7745282742308,1556.6444790793946
18,910,,1496-1-304-1313-1512-8,1.0,1.0,,2021-10-18 17:50:15+00:00,,,,Methane,,569.0,857.0,281.0,,4.85,,,1,1.0,2021-10-18 17:50:15+00:00,NASA-GEOS,GHGSat,1,,81293.55,4.0,218645.0,81293.55,,80795.12466666684,80691.4939999999,80681.73044444468,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,4291.88,True,True,TP,1.0,1457.163952784719,1382.3861214265667,1544.4436997658097,1451.3707249969939,1379.1186253547278,1532.2984926532001,1455.840406595502,1381.516896864041,1530.7341209951185
19,1106,,1496-1-304-1313-1512-8,1.0,1.0,,2021-10-18 17:50:15+00:00,,,,Methane,,1218.0,1624.0,813.0,,10.38,,,1,1.0,2021-10-18 17:50:15+00:00,Sonic,GHGSat,2,,81293.55,4.0,218645.0,81293.55,,80795.12466666684,80691.4939999999,80681.73044444468,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,4291.88,True,True,TP,1.0,1453.824973080113,1379.1391943215144,1532.3204864498596,1453.0130164862226,1375.4793970193853,1526.6495384845866,1452.7451489906553,1370.1513504648392,1532.8697467055424
20,1302,,1496-1-304-1313-1512-8,1.0,1.0,,2021-10-18 17:50:15+00:00,,,,Methane,,1490.0,1979.0,1001.0,,10.38,,,1,1.0,2021-10-18 17:50:15+00:00,Sonic,GHGSat,3,,81293.55,4.0,218645.0,81293.55,,80795.12466666684,80691.4939999999,80681.73044444468,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,4291.88,True,True,TP,1.0,1456.6612547613975,1374.7628000796597,1529.561278525146,1451.6936203196883,1367.4390771871595,1537.2356747610131,1450.7703551844288,1373.716822227441,1528.7426057813877
21,911,,1496-1-105-725-924-9,1.0,1.0,,2021-10-18 17:53:18+00:00,,,,Methane,,525.0,823.0,227.0,,4.85,,,1,1.0,2021-10-18 17:53:18+00:00,NASA-GEOS,GHGSat,1,,78475.66,4.0,218645.0,78475.66,,79386.20166666692,79728.26299999986,79838.000888889,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,6037.925,True,True,TP,1.0,1431.2153643971485,1354.679186755922,1504.5149276793748,1438.1735050589139,1361.730097144995,1524.9010094802106,1437.7223708310137,1360.882186226468,1523.7516350489168
22,1107,,1496-1-105-725-924-9,1.0,1.0,,2021-10-18 17:53:18+00:00,,,,Methane,,1141.0,1555.0,727.0,,9.2,,,1,1.0,2021-10-18 17:53:18+00:00,Sonic,GHGSat,2,,78475.66,4.0,218645.0,78475.66,,79386.20166666692,79728.26299999986,79838.000888889,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,6037.925,True,True,TP,1.0,1429.7582958398937,1358.0125450931953,1513.7424891085147,1438.1176483609183,1357.6375391684342,1524.0021867932999,1437.3896800208029,1364.4342312692434,1511.3201374715607
23,1303,,1496-1-105-725-924-9,1.0,1.0,,2021-10-18 17:53:18+00:00,,,,Methane,,1408.0,1893.0,923.0,,9.2,,,1,1.0,2021-10-18 17:53:18+00:00,Sonic,GHGSat,3,,78475.66,4.0,218645.0,78475.66,,79386.20166666692,79728.26299999986,79838.000888889,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,6037.925,True,True,TP,1.0,1428.1864656957882,1354.6738049294768,1506.0814563320787,1435.439130110639,1354.8639122329685,1512.8134191465426,1435.9190355925016,1358.1831734638142,1521.7352579788
24,912,,1496-1-305-1063-1262-10,1.0,1.0,,2021-10-18 17:56:48+00:00,,,,Methane,,760.0,1151.0,369.0,,4.84,,,1,1.0,2021-10-18 17:56:48+00:00,NASA-GEOS,GHGSat,1,,78675.03,4.0,218645.0,78675.03,,78876.71766666675,79155.59049999999,79157.58711111134,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,8015.495,True,True,TP,1.0,1422.033913235213,1345.7685745026508,1503.3151689276467,1424.945392251172,1346.6781548580345,1512.1529685936637,1426.333578820654,1352.5719240703606,1502.3482879722205
25,1108,,1496-1-305-1063-1262-10,1.0,1.0,,2021-10-18 17:56:48+00:00,,,,Methane,,1397.0,1878.0,916.0,,8.89,,,1,1.0,2021-10-18 17:56:48+00:00,Sonic,GHGSat,2,,78675.03,4.0,218645.0,78675.03,,78876.71766666675,79155.59049999999,79157.58711111134,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,8015.495,True,True,TP,1.0,1421.7550720602571,1339.8186228756542,1497.4654178969042,1424.7174994641907,1342.6726247981435,1502.8635294396001,1428.125666601743,1358.3317133574744,1509.9263981488557
26,1304,,1496-1-305-1063-1262-10,1.0,1.0,,2021-10-18 17:56:48+00:00,,,,Methane,,1325.0,1771.0,879.0,,8.89,,,1,1.0,2021-10-18 17:56:48+00:00,Sonic,GHGSat,3,,78675.03,4.0,218645.0,78675.03,,78876.71766666675,79155.59049999999,79157.58711111134,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,8015.495,True,True,TP,1.0,1418.281799891793,1336.5411853137552,1497.4258242938524,1425.150646325323,1349.7909002119966,1493.7411848525967,1423.3675657809483,1347.1508038278298,1499.4299725696878
27,913,,1496-1-106-720-919-11,1.0,1.0,,2021-10-18 18:00:21+00:00,,,,Methane,,804.0,970.0,638.0,,4.84,,,1,1.0,2021-10-18 18:00:21+00:00,NASA-GEOS,GHGSat,1,,78236.54,4.0,218645.0,78236.54,,78217.36200000018,78443.13133333313,78502.28044444456,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,9532.275,True,True,TP,1.0,1407.2778245775835,1331.418303648005,1492.804924359739,1413.4735899768132,1341.3901677119034,1495.5772797368425,1415.230517310286,1338.6654113994398,1502.2712667169021
28,1109,,1496-1-106-720-919-11,1.0,1.0,,2021-10-18 18:00:21+00:00,,,,Methane,,1292.0,1731.0,853.0,,7.77,,,1,1.0,2021-10-18 18:00:21+00:00,Sonic,GHGSat,2,,78236.54,4.0,218645.0,78236.54,,78217.36200000018,78443.13133333313,78502.28044444456,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,9532.275,True,True,TP,1.0,1409.3136337717146,1333.9163457183604,1484.8942370109105,1414.2565929973418,1337.3486672971949,1494.188584090146,1414.912680194323,1335.4607664542075,1493.1650440435715
29,1305,,1496-1-106-720-919-11,1.0,1.0,,2021-10-18 18:00:21+00:00,,,,Methane,,1163.0,1532.0,794.0,,7.77,,,1,1.0,2021-10-18 18:00:21+00:00,Sonic,GHGSat,3,,78236.54,4.0,218645.0,78236.54,,78217.36200000018,78443.13133333313,78502.28044444456,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,9532.275,True,True,TP,1.0,1410.3094302865527,1333.9300788605622,1488.8420755489806,1412.0894358373814,1342.8099121763762,1494.0834256317075,1416.7596003340677,1338.941059228369,1498.4621613051518
30,914,,1496-1-306-1609-1808-12,1.0,1.0,,2021-10-18 18:04:19+00:00,,,,Methane,,562.0,856.0,268.0,,4.83,,,1,1.0,2021-10-18 18:04:19+00:00,NASA-GEOS,GHGSat,1,,77685.55,4.0,218645.0,77685.55,,77546.26733333356,77664.65199999994,77659.25277777798,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,11402.965,True,True,TP,1.0,1395.3300026808877,1322.2435865891532,1476.9809971746686,1399.7735460624672,1322.7396420824668,1472.6301024581076,1402.5754631869038,1320.790626368899,1482.9911762890551
31,1110,,1496-1-306-1609-1808-12,1.0,1.0,,2021-10-18 18:04:19+00:00,,,,Methane,,880.0,1207.0,553.0,,7.57,,,1,1.0,2021-10-18 18:04:19+00:00,Sonic,GHGSat,2,,77685.55,4.0,218645.0,77685.55,,77546.26733333356,77664.65199999994,77659.25277777798,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,11402.965,True,True,TP,1.0,1395.7021440153314,1324.2004613894946,1473.157501840778,1398.9850393818724,1322.1717468098855,1483.2363457535016,1397.4067499021655,1322.1321836817,1485.8168922239129
32,1306,,1496-1-306-1609-1808-12,1.0,1.0,,2021-10-18 18:04:19+00:00,,,,Methane,,1476.0,1994.0,958.0,,7.57,,,1,1.0,2021-10-18 18:04:19+00:00,Sonic,GHGSat,3,,77685.55,4.0,218645.0,77685.55,,77546.26733333356,77664.65199999994,77659.25277777798,AZ,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2002.0,11402.965,True,True,TP,1.0,1398.8528163243416,1325.686951864052,1480.079844080738,1395.2715540669508,1321.2245721903914,1472.82502390931,1395.2057503913413,1327.7047639859252,1472.0152677475892
33,915,,1496-1-107-932-1131-13,1.0,1.0,,2021-10-18 18:07:47+00:00,,,,Methane,,327.0,491.0,163.0,,4.83,,,1,1.0,2021-10-18 18:07:47+00:00,NASA-GEOS,GHGSat,1,,30564.58,4.0,218645.0,30564.58,,30531.30933333354,30534.436166666466,30499.30744444465,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,940.4399999999999,True,True,TP,1.0,550.0551372385006,521.4358402002259,584.5799579152215,549.1887830579802,516.6358016115975,583.6243528252468,550.2333433010007,521.5089137106597,581.9537053688925
34,1111,,1496-1-107-932-1131-13,1.0,1.0,,2021-10-18 18:07:47+00:00,,,,Methane,,535.0,721.0,349.0,,7.91,,,1,1.0,2021-10-18 18:07:47+00:00,Sonic,GHGSat,2,,30564.58,4.0,218645.0,30564.58,,30531.30933333354,30534.436166666466,30499.30744444465,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,940.4399999999999,True,True,TP,1.0,549.2040279508617,516.8670706347965,581.0505022321112,550.0534280161587,519.0984386775192,581.3646390518793,549.5344202238894,519.317251585804,583.2646814685116
35,1307,,1496-1-107-932-1131-13,1.0,1.0,,2021-10-18 18:07:47+00:00,,,,Methane,,535.0,721.0,349.0,,7.91,,,1,1.0,2021-10-18 18:07:47+00:00,Sonic,GHGSat,3,,30564.58,4.0,218645.0,30564.58,,30531.30933333354,30534.436166666466,30499.30744444465,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,940.4399999999999,True,True,TP,1.0,549.8019420435012,517.1401144716357,583.5320626059496,549.2421795421573,518.0016769822348,582.649473467168,548.7550541792933,518.296528950029,582.8818121619738
36,916,,1496-1-307-1608-1807-14,1.0,1.0,,2021-10-18 18:11:36+00:00,,,,Methane,,199.0,301.0,97.0,,4.83,,,1,1.0,2021-10-18 18:11:36+00:00,NASA-GEOS,GHGSat,1,,30769.56,4.0,218645.0,30769.56,,30720.681000000226,30703.1778333331,30685.466444444657,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,2881.8900000000003,True,True,TP,1.0,554.1047304102859,522.9824450763684,584.4313037688944,554.1551603572066,521.5583300582055,588.0133763825847,553.5848673536508,521.9386943097821,586.012476922092
37,1112,,1496-1-307-1608-1807-14,1.0,1.0,,2021-10-18 18:11:36+00:00,,,,Methane,,342.0,461.0,223.0,,8.33,,,1,1.0,2021-10-18 18:11:36+00:00,Sonic,GHGSat,2,,30769.56,4.0,218645.0,30769.56,,30720.681000000226,30703.1778333331,30685.466444444657,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,2881.8900000000003,True,True,TP,1.0,552.908620777976,520.7594302340786,583.5241213164994,551.7816917419141,519.2085323135914,588.0924093760667,552.5006588463834,520.1154393967693,587.1377543860632
38,1308,,1496-1-307-1608-1807-14,1.0,1.0,,2021-10-18 18:11:36+00:00,,,,Methane,,342.0,461.0,223.0,,8.33,,,1,1.0,2021-10-18 18:11:36+00:00,Sonic,GHGSat,3,,30769.56,4.0,218645.0,30769.56,,30720.681000000226,30703.1778333331,30685.466444444657,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,2881.8900000000003,True,True,TP,1.0,554.8912438545809,522.0927659185542,586.9267014614362,552.6109468856838,520.7336097339205,586.8418530767829,551.4400379047952,517.9473850498566,585.9180074842712
39,917,,1496-1-108-702-901-15,1.0,1.0,,2021-10-18 18:15:02+00:00,,,,Methane,,272.0,412.0,132.0,,4.82,,,1,1.0,2021-10-18 18:15:02+00:00,NASA-GEOS,GHGSat,1,,31404.14,4.0,218645.0,31404.14,,31490.038333333567,31480.42933333308,31493.15188888914,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,4466.285,True,True,TP,1.0,568.1881021328234,535.8645149698684,605.5008716623071,566.955128991324,533.4192270081561,601.7099607465935,566.3386239484066,534.8786679417108,601.6736628494443
40,1113,,1496-1-108-702-901-15,1.0,1.0,,2021-10-18 18:15:02+00:00,,,,Methane,,477.0,644.0,311.0,,8.45,,,1,1.0,2021-10-18 18:15:02+00:00,Sonic,GHGSat,2,,31404.14,4.0,218645.0,31404.14,,31490.038333333567,31480.42933333308,31493.15188888914,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,4466.285,True,True,TP,1.0,567.6100472225168,534.8860225293893,602.5327093071004,566.0961375117973,533.8368884572029,599.6253291926665,568.2064864259665,535.9973527912454,601.170743373266
41,1309,,1496-1-108-702-901-15,1.0,1.0,,2021-10-18 18:15:02+00:00,,,,Methane,,477.0,644.0,311.0,,8.45,,,1,1.0,2021-10-18 18:15:02+00:00,Sonic,GHGSat,3,,31404.14,4.0,218645.0,31404.14,,31490.038333333567,31480.42933333308,31493.15188888914,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,4466.285,True,True,TP,1.0,567.4036308392643,536.0959144602011,599.2977161142319,566.6754667188846,533.882125012356,599.1403407034139,568.4114218166276,537.876872903056,601.0323091449964
42,918,,1496-1-308-1364-1563-16,1.0,1.0,,2021-10-18 18:18:59+00:00,,,,Methane,,233.0,354.0,112.0,,4.81,,,1,1.0,2021-10-18 18:18:59+00:00,NASA-GEOS,GHGSat,1,,31267.79,4.0,218645.0,31267.79,,31259.14966666692,31290.032333333053,31291.53788888908,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,6339.09,True,True,TP,1.0,563.0430681119773,530.7898335303922,595.2779822388322,563.3489283568945,532.0201215248826,598.152111878513,563.9303825385235,532.8236198467716,599.9901978431916
43,1114,,1496-1-308-1364-1563-16,1.0,1.0,,2021-10-18 18:18:59+00:00,,,,Methane,,395.0,538.0,253.0,,8.17,,,1,1.0,2021-10-18 18:18:59+00:00,Sonic,GHGSat,2,,31267.79,4.0,218645.0,31267.79,,31259.14966666692,31290.032333333053,31291.53788888908,AZ,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2003.0,6339.09,True,True,TP,1.0,563.7023877339947,534.7622112650957,595.5392220774033,564.8483066191989,534.2262266722757,597.3122121967793,563.8410757687009,532.8880118533028,599.7174475615242
